volume_number,number,speechiness,key,time_signature,liveness,loudness,duration_ms,danceability,duration,valence,acousticness,energy,tempo,instrumentalness,mode,artist,title
22,5,0.251,1,4,0.225,-5.899,229040,0.605,228,0.586,0.119,0.633,87.26,0,0,Chris Brown,Yo (Excuse Me Miss)
22,6,0.416,1,5,0.0831,-5.931,252653,0.64,200,0.598,0.016,0.62,129.37,0,1,Bubba Sparxxx,Ms. New Booty
22,7,0.0688,8,4,0.193,-10.38,265333,0.731,225,0.52,0.00544,0.368,145.171,0,1,T-Pain,I'm n Luv
22,8,0.144,7,4,0.536,-4.579,176880,0.729,176,0.853,0.354,0.795,146.747,0,1,Three 6 Mafia,Poppin' My Collar
22,9,0.235,6,4,0.107,-7.186,222000,0.654,217,0.458,0.304,0.564,86.948,0,1,Ne-Yo,When You're Mad
22,10,0.0362,7,4,0.139,-5.678,244840,0.426,244,0.326,0.142,0.742,150.067,0,1,Nick Lachey,What's Left of Me
22,11,0.0309,3,4,0.151,-4.013,233640,0.599,229,0.534,0.448,0.785,140.046,0.00336,1,Daniel Powter,Bad Day
22,12,0.0449,8,4,0.0614,-5.221,236373,0.591,235,0.725,0.0204,0.699,116.029,0,1,The Fray,Over My Head (Cable Car)
22,13,0.0517,1,4,0.0984,-5.74,228880,0.315,226,0.26,0.0041,0.751,119.566,0,0,Teddy Geiger,For You I Will (Confidence)
22,14,0.0426,0,4,0.0759,-4.524,189307,0.75,186,0.939,0.0147,0.888,115.973,1.11E-06,1,Kelly Clarkson,Walk Away
22,15,0.0583,4,4,0.517,-7.795,170481,0.748,170,0.904,0.324,0.793,104.838,0,0,KT Tunstall,Black Horse and the Cherry Tree
22,16,0.0416,2,4,0.0963,-5.553,203253,0.635,202,0.475,0.0138,0.815,122.097,0,1,Saving Jane,Girl Next Door
22,17,,,,,,,,216,,,,,,,Ashley Parker Angel,Let U Go
22,18,0.0459,3,4,0.26,-3.84,238880,0.529,238,0.633,0.000198,0.922,109.847,0,1,The All-American Rejects,Move Along
22,19,0.0276,3,4,0.414,-4.088,219320,0.441,217,0.543,0.000731,0.815,164.021,0,1,Nickelback,Savin' Me
22,20,0.0262,7,4,0.175,-7.835,259733,0.557,258,0.137,0.874,0.385,103.73,0,1,Keith Urban,Tonight I Wanna Cry
23,1,0.381,1,4,0.204,-5.832,241307,0.748,207,0.629,0.214,0.63,90.889,0,1,Fergie,London Bridge
23,2,0.0502,10,4,0.164,-6.065,242373,0.811,220,0.872,0.0526,0.97,114.351,6.63E-05,0,Nelly Furtado featuring Timbaland,Promiscuous
23,3,0.361,2,4,0.312,-4.745,231293,0.511,226,0.491,0.19,0.813,210.877,0,1,Pussycat Dolls featuring Snoop Dogg,Buttons
23,4,0.0789,7,4,0.0519,-5.562,242733,0.967,241,0.965,0.0584,0.583,117,0,0,Justin Timberlake featuring Timbaland,SexyBack
23,5,0.222,7,4,0.103,-4.722,228907,0.862,226,0.501,0.00376,0.742,127.91,0.00855,1,Christina Aguilera,Ain't No Other Man
23,6,0.341,7,4,0.0743,-4.941,240280,0.644,240,0.347,0.0071,0.746,105.253,1.22E-05,1,BeyoncÌ© featuring Jay-Z,DÌ©jÌÊ Vu
23,7,0.169,2,4,0.495,-5.559,226293,0.826,220,0.794,0.00798,0.67,74.007,0,1,Cherish featuring Sean Paul of YoungBloodZ,Do It to It
23,8,0.188,4,4,0.0511,-5.318,272360,0.906,272,0.775,0.000172,0.636,84.011,4.83E-06,1,Kelis featuring Too Short,Bossy
23,9,0.286,7,4,0.12,-6.66,234133,0.786,232,0.593,0.0825,0.511,80,0,1,Chingy featuring Tyrese,Pullin' Me Back
23,10,0.0453,8,4,0.0999,-11.52,198520,0.731,199,0.715,0.325,0.391,107.934,2.61E-06,0,Lyfe Jennings featuring LaLa Brown,S.E.X.
23,11,0.0433,8,4,0.0596,-6.417,220853,0.622,218,0.6,0.265,0.503,93.984,0.000473,1,Ne-Yo,Sexy Love
23,12,0.0331,0,4,0.258,-8.466,226973,0.591,226,0.344,0.839,0.406,143.869,0,0,Rihanna,Unfaithful
23,13,0.0608,6,4,0.104,-5.032,221720,0.428,219,0.72,0.0123,0.781,82.353,1.47E-05,0,JoJo,Too Little Too Late
23,14,0.0318,4,4,0.0848,-6.325,232640,0.443,231,0.177,0.0838,0.685,143.905,0,1,Nick Lachey,I Can't Hate You Anymore
23,15,0.124,10,3,0.13,-3.807,219067,0.412,217,0.435,0.0202,0.92,113.343,0,1,Teddy Geiger,These Walls
23,16,0.0339,11,4,0.404,-3.878,201467,0.735,199,0.842,0.00525,0.86,124.052,0.000192,0,Jessica Simpson,A Public Affair
23,17,0.0403,0,4,0.12,-2.306,179813,0.537,163,0.822,0.000342,0.882,145.729,9.06E-05,1,OK Go,Here It Goes Again
23,18,0.0332,2,4,0.197,-5.344,261853,0.476,259,0.273,0.0328,0.769,129.051,0,1,Hinder,Lips of an Angel
23,19,0.0309,6,4,0.107,-5.153,238173,0.518,236,0.306,0.000696,0.797,132.915,0,1,Nickelback,Far Away
23,20,0.0976,4,4,0.0663,-4.874,206227,0.48,205,0.702,0.201,0.933,167.976,0,1,Kenny Chesney,Summertime
24,1,0.337,8,4,0.111,-7.651,292373,0.904,222,0.791,0.0568,0.598,129.055,0,0,Fergie featuring will.i.am,Fergalicious
24,2,0.259,10,4,0.0533,-5.203,213373,0.875,213,0.813,0.0206,0.744,134.012,0,0,Rihanna featuring Sean Paul,Break It Off
24,3,0.135,1,4,0.0467,-6.203,223520,0.873,225,0.778,0.0556,0.873,116.949,0.00087,1,Nelly Furtado,Say It Right
24,4,0.382,7,4,0.167,-4.637,227853,0.447,225,0.503,0.0293,0.694,175.868,5.46E-06,0,BeyoncÌ©,Irreplaceable
24,5,0.223,4,4,0.546,-6.018,276160,0.771,277,0.807,0.285,0.676,119.997,4.49E-06,0,Justin Timberlake featuring T.I.,My Love
24,6,0.0423,0,4,0.323,-9.252,247067,0.866,236,0.291,0.0442,0.46,99.98,0,1,Akon featuring Snoop Dogg,I Wanna Love You
24,7,0.225,7,4,0.169,-8.66,267507,0.763,267,0.702,0.0891,0.629,142.149,0,0,Bow Wow featuring Chris Brown & JohntÌÁ Austin,Shortie Like Mine
24,8,0.434,5,5,0.332,-5.906,273133,0.565,269,0.754,0.107,0.873,130.422,0,0,Lloyd featuring Lil Wayne,You
24,9,0.0425,9,4,0.0819,-5.757,267413,0.697,267,0.441,0.409,0.629,123.279,3.8E-06,1,Ciara,Promise
24,10,0.153,8,4,0.131,-5.731,257000,0.773,239,0.823,0.178,0.724,131.092,0,1,Omarion,Ice Box
24,11,0.0363,1,4,0.0798,-6.027,289760,0.805,285,0.42,0.00164,0.494,115.049,0,1,Chris Brown,Say Goodbye
24,12,0.0362,9,4,0.133,-7.844,215360,0.739,213,0.543,0.167,0.511,96.038,1.34E-06,1,Corinne Bailey Rae,Put Your Records On
24,13,0.0259,5,4,0.221,-5.938,196893,0.632,194,0.725,0.00143,0.639,95.506,0,1,Lily Allen,Smile
24,14,0.0438,0,4,0.108,-5.719,201549,0.582,198,0.648,0.233,0.764,100.455,0,1,KT Tunstall,Suddenly I See
24,15,0.0386,5,4,0.253,-6.797,240547,0.706,217,0.771,0.213,0.621,126.028,0.00208,1,Hellogoodbye,Here (In Your Arms)
24,16,0.0399,7,4,0.127,-2.189,192000,0.545,189,0.472,0.000665,0.932,92.956,0,0,The Red Jumpsuit Apparatus,Face Down
24,17,0.0379,10,4,0.101,-4.08,262533,0.64,239,0.356,0.269,0.743,122.035,0,1,The Fray,How to Save a Life
24,18,0.0362,6,4,0.261,-4.392,215106,0.522,215,0.196,0.000273,0.874,132.018,0.00579,0,Nickelback,If Everyone Cared
24,19,0.0615,10,4,0.245,-3.232,214831,0.423,206,0.32,0.0525,0.912,145.942,0,0,Daughtry,It's Not Over
24,20,0.0301,0,4,0.141,-4.68,244827,0.335,244,0.325,0.00275,0.676,175.845,0,1,The All-American Rejects,It Ends Tonight
25,1,0.0644,10,4,0.107,-5.005,203507,0.459,202,0.594,0.00539,0.884,154.868,0,0,Fall Out Boy,Thnks fr th Mmrs
25,2,0.102,7,4,0.209,-2.433,216600,0.56,215,0.653,0.000738,0.959,163.983,0.000206,1,Avril Lavigne,Girlfriend
25,3,0.0356,1,4,0.162,-3.475,246467,0.755,245,0.736,0.218,0.765,119.954,0,1,Gwen Stefani featuring Akon,The Sweet Escape
25,4,0.0556,0,4,0.033,-3.692,214387,0.706,212,0.899,0.00125,0.889,141.025,0,1,Pink,U + Ur Hand
25,5,0.211,0,4,0.0951,-6.464,246573,0.81,246,0.659,0.32,0.748,130.983,0,1,Fergie featuring Ludacris,Glamorous
25,6,0.0375,7,4,0.612,-4.77,451907,0.632,197,0.899,0.000227,0.863,125.997,0.459,1,BeyoncÌ© and Shakira,Beautiful Liar
25,7,0.087,0,4,0.328,-7.228,252973,0.606,249,0.496,0.0756,0.591,95.802,0,0,Justin Timberlake,Summer Love
25,8,0.0346,0,4,0.0967,-5.728,266840,0.808,225,0.825,0.529,0.545,109.96,0,0,Ne-Yo,Because of You
25,9,0.262,1,4,0.0737,-8.137,227960,0.451,228,0.603,0.0108,0.55,80.001,0,1,T-Pain featuring Yung Joc,Buy U a Drank (Shawty Snappin')
25,10,0.267,5,4,0.0508,-4.009,208500,0.825,208,0.63,0.133,0.909,128.003,0,0,Lloyd,Get It Shawty
25,11,0.164,0,4,0.159,-8.332,263240,0.745,261,0.503,0.000756,0.568,144.14,0,1,Huey,"Pop, Lock & Drop It"
25,12,0.293,7,4,0.342,-7.483,203627,0.771,205,0.52,0.0317,0.693,97.163,0,1,Mims,Like This
25,13,0.103,4,4,0.109,-6.297,287480,0.73,287,0.403,0.0109,0.715,81.998,0,1,Bone Thugs-n-Harmony featuring Akon,I Tried
25,14,0.183,6,4,0.101,-6.957,238267,0.772,232,0.743,0.0917,0.59,83.998,0,1,Bow Wow featuring T-Pain & JohntÌÁ Austin,Outta My System
25,15,0.0707,7,4,0.212,-2.996,216667,0.516,214,0.487,0.00145,0.91,145.929,0.00773,0,Kelly Clarkson,Never Again
25,16,0.0635,1,4,0.178,-4.012,206520,0.423,206,0.484,0.00166,0.94,149.934,0,0,Boys Like Girls,The Great Escape
25,17,0.0316,1,4,0.0552,-5.885,242760,0.627,238,0.721,0.00788,0.841,105.995,1.47E-06,0,Keith Urban,I Told You So
25,18,0.0405,6,4,0.119,-3.318,199947,0.519,197,0.311,0.271,0.749,147.905,0,0,Carrie Underwood,Before He Cheats
25,19,0.0281,0,4,0.184,-6.734,261320,0.764,238,0.354,0.25,0.487,116.027,0,1,Elliott Yamin,Wait for You
25,20,0.0344,6,4,0.195,-3.881,255652,0.45,252,0.343,0.0021,0.849,143.904,1.61E-06,1,Daughtry,Home
26,1,0.101,0,4,0.0491,-2.104,221933,0.732,221,0.801,0.511,0.724,140.13,0,1,Soulja Boy Tell 'Em,Crank That (Soulja Boy)
26,2,0.0411,8,4,0.591,-3.679,230120,0.612,196,0.933,0.0104,0.946,119.966,2.64E-06,0,Timbaland featuring Keri Hilson & D.O.E.,The Way I Are
26,3,0.0585,10,4,0.283,-6.243,444373,0.862,258,0.846,0.335,0.707,121.259,0.000116,0,Justin Timberlake,LoveStoned
26,4,0.0372,1,4,0.281,-4.823,212280,0.741,211,0.711,0.00104,0.816,132.949,0.0968,1,Rihanna,Shut Up and Drive
26,5,0.115,7,4,0.134,-6.761,223187,0.595,220,0.554,0.00344,0.548,188.082,0,0,Chris Brown,Wall to Wall
26,6,0.0536,5,4,0.823,-6.091,271600,0.594,270,0.107,0.0121,0.614,79.968,0,0,Kanye West,Can't Tell Me Nothing
26,7,0.0967,11,4,0.209,-6.745,253573,0.605,253,0.579,0.291,0.614,86.491,0,1,Fabolous featuring Ne-Yo,Make Me Better
26,8,0.0687,1,4,0.256,-6.075,225373,0.762,223,0.766,0.15,0.661,130.009,0,0,Sean Kingston,Beautiful Girls
26,9,0.0504,5,4,0.058,-7.268,275107,0.684,228,0.722,0.17,0.606,127.901,0,0,J. Holiday,Bed
26,10,0.0552,11,4,0.154,-4.326,222027,0.641,221,0.574,0.0102,0.72,77.969,0,1,Baby Bash featuring T-Pain,Cyclone
26,11,0.0336,7,4,0.0955,-4.277,268120,0.712,254,0.288,0.239,0.647,113.116,0,1,Fergie,Big Girls Don't Cry
26,12,0.0274,9,4,0.0762,-4.567,208493,0.691,206,0.493,0.00559,0.749,140.014,0,1,Pink,Who Knew
26,13,0.0323,4,4,0.228,-3.921,240493,0.458,237,0.175,0.189,0.719,142.032,0,0,Avril Lavigne,When You're Gone
26,14,0.0633,2,4,0.0729,-3.714,190173,0.325,189,0.565,0.165,0.816,207.673,0,1,The Last Goodnight,Pictures of You
26,15,0.0288,2,4,0.103,-7.694,233280,0.502,230,0.332,0.838,0.43,103.804,1.98E-06,1,Plain White T's,Hey There Delilah
26,16,0.041,3,4,0.109,-2.595,204661,0.424,204,0.551,0.0172,0.917,156.071,0,1,Daughtry,Over You
26,17,0.0386,0,4,0.343,-3.004,252040,0.616,252,0.684,0.0459,0.91,144.073,0,1,Nickelback,Rockstar
26,18,0.0371,2,4,0.163,-4.68,209333,0.433,207,0.205,0.00838,0.778,149.864,0,0,Three Days Grace,Never Too Late
26,19,0.0574,3,4,0.237,-2.248,203640,0.441,201,0.447,4.44E-05,0.949,130.817,0,1,Lifehouse,First Time
26,20,0.0283,11,4,0.168,-6.9,330000,0.609,227,0.256,0.000109,0.837,127.989,1.63E-05,1,Good Charlotte,I Don't Want to Be in Love (Dance Floor Anthem)
27,1,0.0715,6,4,0.0514,-5.533,267080,0.853,263,0.558,0.0446,0.676,122.65,3.37E-05,0,Rihanna,Don't Stop the Music
27,2,0.0561,11,4,0.119,-3.552,242133,0.924,238,0.619,0.0334,0.771,123.018,0.00011,0,Mary J. Blige,Just Fine
27,3,0.0675,4,4,0.0568,-6.908,218213,0.843,235,0.485,0.000298,0.642,114.984,0,1,Janet,Feedback
27,4,0.216,11,4,0.0857,-5.054,212107,0.769,210,0.78,0.0902,0.638,115.007,0,1,Britney Spears,Piece of Me
27,5,0.158,2,4,0.304,-4.141,240427,0.728,199,0.42,0.196,0.582,184.045,0.000632,1,Fergie,Clumsy
27,6,0.0399,2,4,0.101,-5.036,233467,0.566,230,0.534,0.431,0.766,168.005,0,1,Jordin Sparks,Tattoo
27,7,0.0468,7,4,0.127,-3.903,222293,0.781,220,0.89,0.145,0.791,76.998,0,0,Natasha Bedingfield featuring Sean Kingston,Love Like This
27,8,0.212,1,3,0.0762,-5.14,251160,0.769,250,0.592,0.0219,0.52,140.112,0,1,Chris Brown featuring T-Pain,Kiss Kiss
27,9,0.0486,6,4,0.482,-7.505,237507,0.634,237,0.513,0.0315,0.649,90.482,0,0,Kanye West featuring Dwele,Flashing Lights
27,10,0.0696,5,4,0.256,-4.321,236693,0.752,236,0.635,0.0182,0.921,115.033,0,0,Sean Kingston,Take You There
27,11,0.361,9,5,0.118,-8.391,220053,0.458,214,0.466,0.64,0.445,82.82,0,0,J. Holiday,Suffocate
27,12,0.0292,1,4,0.111,-5.419,253813,0.649,253,0.169,0.03,0.552,89.969,6.47E-06,0,Alicia Keys,No One
27,13,0.0301,2,4,0.188,-3.142,258827,0.583,256,0.556,0.0208,0.786,123.052,0,0,Sara Bareilles,Love Song
27,14,0.0285,8,4,0.101,-6.051,184400,0.654,184,0.119,0.0399,0.61,118.032,0,1,Timbaland featuring OneRepublic,Apologize
27,15,0.102,0,4,0.686,-4.531,232240,0.422,223,0.316,0.02,0.904,163.929,4.49E-06,1,Boys Like Girls,Hero/Heroine
27,16,0.0468,1,4,0.0976,-4.086,189373,0.631,179,0.658,0.000218,0.793,136.96,5.65E-05,0,Paramore,Crushcrushcrush
27,17,0.0448,4,4,0.251,-3.425,208107,0.645,205,0.88,0.169,0.941,106.015,0,0,Finger Eleven,Paralyzer
27,18,0.0331,7,4,0.234,-4.678,222440,0.595,220,0.593,0.0137,0.844,127.981,0,1,Santana featuring Chad Kroeger of Nickelback,Into the Night
27,19,,,,,,,,178,,,,,,,Taylor Swift,Teardrops on My Guitar
27,20,0.0292,2,4,0.0959,-7.029,237173,0.417,235,0.194,0.0423,0.488,188.209,0,1,Keith Urban,Everybody
28,1,0.0357,5,4,0.146,-5.886,262467,0.638,237,0.217,0.188,0.656,104.036,0,1,Leona Lewis,Bleeding Love
28,2,0.0445,5,4,0.107,-3.866,196053,0.712,193,0.85,0.689,0.911,117.533,8.02E-06,0,Britney Spears,Break the Ice
28,3,0.0358,5,4,0.0809,-4.82,228973,0.796,228,0.752,0.0332,0.705,113.964,2.14E-06,0,Cherish featuring Young Joc,Killa
28,4,0.199,0,4,0.122,-9.716,299333,0.828,247,0.446,0.0656,0.433,148.073,0.000876,1,Lil Wayne featuring Static Major,Lollipop
28,5,0.325,1,4,0.614,-6.007,204040,0.575,204,0.927,0.299,0.684,172.155,0,1,Ray J featuring Yung Berg,Sexy Can I?
28,6,0.071,3,4,0.13,-4.291,252160,0.659,251,0.655,0.143,0.696,86.001,0,1,Chris Brown,With You
28,7,0.0403,1,5,0.0877,-6.29,197320,0.423,194,0.303,0.000921,0.771,111.728,0,1,Flex featuring Belinda,Te Quiero (Spanglish Version)
28,8,0.0454,9,4,0.0769,-3.896,202907,0.721,181,0.672,0.191,0.88,110.021,0,0,Natasha Bedingfield,Pocketful of Sunshine
28,9,0.279,11,4,0.0583,-5.04,263880,0.447,261,0.312,0.0467,0.768,159.846,0,1,Jordin Sparks and Chris Brown,No Air
28,10,0.0347,1,4,0.105,-6.312,244107,0.699,242,0.157,0.142,0.607,123.95,0,1,Colbie Caillat,Realize
28,11,0.0353,4,4,0.0964,-4.251,223853,0.488,219,0.253,0.0706,0.862,92.449,0,1,OneRepublic,Stop and Stare
28,12,0.0317,10,4,0.075,-6.565,230213,0.485,226,0.542,0.541,0.723,167.845,1.12E-06,1,John Mayer,Say
28,13,0.0483,9,4,0.0802,-4.762,198467,0.479,197,0.447,0.0338,0.884,146.922,0,1,Flyleaf,All Around Me
28,14,0.0798,4,4,0.486,-3.836,179947,0.618,177,0.804,0.00221,0.955,150.034,3.09E-06,1,Metro Station,Shake It
28,15,0.0667,0,4,0.305,-3.397,230307,0.56,226,0.877,0.0411,0.937,149.936,9.99E-06,1,Fall Out Boy featuring John Mayer,Beat It
28,16,0.0297,0,4,0.192,-4.207,207240,0.439,204,0.503,0.00678,0.884,150.049,0,1,Lifehouse,Whatever It Takes
28,17,0.045,6,4,0.117,-3.166,238701,0.483,237,0.329,0.000822,0.907,130.984,0,1,Daughtry,Feels Like Tonight
28,18,0.0439,3,4,0.373,-4.8,206000,0.439,205,0.69,0.0193,0.906,161.905,0,1,Gavin DeGraw,In Love with a Girl
28,19,0.0355,8,4,0.0994,-7.157,224960,0.5,223,0.315,0.0237,0.665,154.997,6.41E-05,1,Trace Adkins,You're Gonna Miss This
28,20,,,,,,,,201,,,,,,,Taylor Swift,Our Song
29,1,0.045,11,4,0.257,-3.106,215160,0.535,213,0.432,0.000304,0.886,126.012,2.26E-06,1,Pink,So What
29,2,0.0418,7,4,0.0688,-3.956,220227,0.706,219,0.876,7.95E-05,0.841,132.032,0,1,Katy Perry,Hot n Cold
29,3,0.0514,11,4,0.38,-5.682,245680,0.675,233,0.337,0.00164,0.693,118.423,0,0,Pussycat Dolls,When I Grow Up
29,4,0.0568,11,4,0.276,-4.321,238627,0.706,236,0.745,0.11,0.794,124.93,0,0,Rihanna,Disturbia
29,5,0.0792,4,4,0.176,-6.438,234360,0.724,234,0.537,0.0268,0.768,125.998,2.44E-05,0,Ne-Yo,Closer
29,6,0.0463,11,4,0.203,-4.457,278036,0.672,276,0.452,0.0371,0.819,120.013,0.000184,1,Chris Brown,Forever
29,7,0.081,8,4,0.0845,-5.79,246053,0.951,231,0.78,0.00429,0.79,117.007,0,1,Kardinal Offishall featuring Akon,Dangerous
29,8,0.0709,9,4,0.261,-6.162,249533,0.68,219,0.458,0.0161,0.687,150.053,0,0,T.I.,Whatever You Like
29,9,0.26,7,4,0.646,-5.053,244627,0.442,244,0.689,0.00199,0.638,82.206,0,1,Lil Wayne featuring T-Pain,Got Money
29,10,0.274,1,4,0.088,-8.045,217893,0.886,218,0.823,0.0216,0.474,150.068,0,0,Savage featuring Soulja Boy Tell 'Em,Swing
29,11,0.0369,9,4,0.0859,-6.031,321293,0.649,257,0.285,0.0027,0.785,137.618,0,0,Young Jeezy featuring Kanye West,Put On
29,12,0.177,7,4,0.0864,-5.372,253840,0.63,230,0.329,0.00867,0.726,133.317,0,1,Yung Berg featuring Casha,The Business
29,13,0.0289,1,4,0.0384,-4.672,205160,0.766,214,0.69,0.0825,0.692,102.028,0,1,Jordin Sparks,One Step at a Time
29,14,0.0506,6,4,0.13,-4.251,234173,0.584,233,0.532,0.512,0.7,163.953,2.43E-05,1,Leona Lewis,Better in Time
29,15,0.0395,2,4,0.316,-5.279,236680,0.508,237,0.446,0.223,0.821,75.057,0,1,Boys Like Girls,Thunder
29,16,0.0338,7,4,0.0982,-4.146,222827,0.512,222,0.517,0.000821,0.865,138.017,0,1,Saving Abel,Addicted
29,17,0.0436,9,4,0.164,-2.826,250311,0.363,249,0.277,0.0629,0.834,161.972,0,0,Daughtry,What About Now
29,18,0.0297,9,4,0.0848,-5.699,215173,0.672,212,0.621,0.241,0.623,92.018,0,1,Matt Nathanson,Come On Get Higher
29,19,0.033,9,4,0.125,-5.264,183307,0.578,181,0.42,0.0275,0.752,149.689,0,1,Darius Rucker,Don't Think I Don't Think About It
29,20,0.0297,3,4,0.0949,-5.386,235907,0.505,235,0.45,0.14,0.763,156.024,0,1,Keith Anderson,I Still Miss You
30,1,0.0334,1,4,0.19,-4.474,241933,0.818,239,0.664,0.0335,0.732,119.002,4.95E-05,0,Lady Gaga featuring Colby O'Donis,Just Dance
30,2,0.0622,11,4,0.0889,-5.226,224400,0.724,222,0.231,0.073,0.695,139,0,1,Britney Spears,Womanizer
30,3,0.0285,5,4,0.575,-4.733,181947,0.645,180,0.268,0.0739,0.697,130.001,0.000842,0,Christina Aguilera,Keeps Gettin' Better
30,4,0.0369,7,4,0.0813,-5.15,232520,0.618,230,0.47,0.000624,0.773,113.164,0,1,Kevin Rudolf featuring Lil Wayne,Let It Rock
30,5,0.121,10,4,0.249,-6.16,211000,0.789,208,0.63,0.0401,0.65,87.983,0,0,Kanye West,Heartless
30,6,0.122,1,4,0.183,-5.586,232000,0.668,229,0.714,0.488,0.697,171.884,0,1,Ne-Yo,Miss Independent
30,7,0.119,9,4,0.216,-5.59,284187,0.622,232,0.756,0.0912,0.882,77.506,0,0,John Legend featuring AndrÌ© 3000,Green Light
30,8,0.06,1,4,0.319,-5.951,294720,0.541,293,0.446,0.00361,0.789,80.075,1.86E-05,1,Rihanna,Rehab
30,9,0.033,5,4,0.251,-4.236,218387,0.746,217,0.516,0.0783,0.61,111.567,0,1,Pussycat Dolls,I Hate This Part
30,10,0.0312,6,4,0.21,-4.887,251533,0.609,249,0.393,0.0753,0.791,90.948,0,1,Pink,Sober
30,11,0.0322,0,4,0.0719,-4.718,213520,0.57,207,0.485,0.00836,0.664,162.084,1.2E-05,0,David Archuleta,Crush
30,12,0.13,6,4,0.602,-3.8,190560,0.489,190,0.606,0.00558,0.868,164.98,0,1,Miranda Cosgrove,About You Now
30,13,0.0402,4,4,0.0726,-6.411,213107,0.714,211,0.582,0.0156,0.725,99.988,0,1,The All-American Rejects,Gives You Hell
30,14,0.0341,9,4,0.114,-4.014,228827,0.446,227,0.356,0.0794,0.834,132.034,0,0,David Cook,Light On
30,15,0.035,0,4,0.323,-4.497,231453,0.462,228,0.379,0.0115,0.79,129.976,0,1,Saving Abel,18 Days
30,16,0.0601,0,4,0.133,-5.222,252653,0.536,250,0.195,0.000354,0.89,115.998,0.00165,1,Nickelback,Gotta Be Somebody
30,17,0.0364,4,4,0.331,-4.459,246440,0.431,236,0.29,0.00167,0.803,147.048,0,1,Katy Perry,Thinking of You
30,18,0.0468,11,4,0.105,-8.322,242187,0.686,211,0.711,0.595,0.457,150.953,0,1,Jason Mraz,I'm Yours
30,19,,,,,,,,233,,,,,,,Taylor Swift,Love Story
30,20,0.0443,8,4,0.151,-6.199,228187,0.621,231,0.669,0.19,0.888,102.986,1.7E-05,1,Keith Urban,Sweet Thing
31,1,0.0922,9,4,0.136,-6.049,251427,0.868,216,0.345,0.151,0.848,130.115,0.000843,1,The Black Eyed Peas,Boom Boom Pow
31,2,0.0551,7,4,0.232,-6.852,204640,0.72,204,0.72,0.009,0.672,124.986,0,1,Flo Rida,Right Round
31,3,0.0714,8,4,0.114,-4.557,237213,0.848,236,0.804,0.136,0.828,119,1.35E-06,0,Lady Gaga,Poker Face
31,4,0.159,9,4,0.131,-6.02,237120,0.82,182,0.805,0.0133,0.731,127.076,1.94E-05,1,Pitbull,I Know You Want Me (Calle Ocho)
31,5,0.103,7,4,0.139,-5.426,289747,0.673,261,0.383,0.0782,0.614,176.052,0,1,Jamie Foxx featuring T-Pain,Blame It
31,6,0.259,0,4,0.601,-4.99,299747,0.713,232,0.452,0.0402,0.746,135.021,0,1,T.I. featuring Justin Timberlake,Dead and Gone
31,7,0.0635,11,4,0.117,-6.362,221267,0.878,220,0.815,0.503,0.446,138.035,6.32E-06,0,Kid Cudi,Day 'n' Nite
31,8,0.111,7,4,0.116,-3.818,193387,0.761,192,0.814,0.0175,0.724,149.936,0,1,Soulja Boy Tell 'em featuring Sammie,Kiss Me thru the Phone
31,9,0.0628,11,4,0.0563,-5.908,261640,0.508,223,0.476,0.272,0.72,79.983,0,0,BeyoncÌ©,Halo
31,10,0.0311,0,4,0.115,-5.277,254533,0.729,251,0.696,0.652,0.652,129.987,0,1,Ne-Yo,Mad
31,11,0.0375,6,4,0.262,-4.498,231560,0.591,229,0.76,0.00971,0.841,138.037,0,1,Pink,Please Don't Leave Me
31,12,0.12,10,4,0.309,-5.061,220040,0.903,219,0.873,0.0199,0.674,106.952,0,0,Ciara featuring Justin Timberlake,Love Sex Magic
31,13,0.0339,4,4,0.0523,-7.296,216520,0.717,213,0.544,0.0192,0.587,129.954,0,0,Britney Spears,If U Seek Amy
31,14,0.0509,9,4,0.144,-4.006,211493,0.526,211,0.412,0.0014,0.882,144.982,0,1,Kelly Clarkson,My Life Would Suck Without You
31,15,0.254,5,4,0.189,-3.742,192573,0.791,192,0.504,0.0163,0.713,130.012,0,0,3OH!3,Don't Trust Me
31,16,0.0893,9,4,0.363,-3.152,310573,0.755,296,0.956,0.0451,0.901,145.042,0.0373,1,The Ting Tings,That's Not My Name
31,17,0.0413,8,4,0.136,-5.412,241853,0.338,240,0.398,0.0187,0.803,151.994,0,0,The Fray,You Found Me
31,18,0.0355,3,4,0.092,-5.749,249067,0.485,245,0.55,8.67E-05,0.911,89.956,0,1,Nickelback,If Today Was Your Last Day
31,19,0.034,3,4,0.124,-4.451,256013,0.656,253,0.39,0.163,0.786,113.963,5.99E-05,1,Lady Antebellum,I Run to You
31,20,0.0411,9,4,0.0746,-4.617,239760,0.532,239,0.0713,0.441,0.61,119.999,0,1,Charice,Note to God
32,1,0.0264,0,4,0.34,-6.299,289133,0.741,243,0.616,0.0823,0.748,127.965,0,1,The Black Eyed Peas,I Gotta Feeling
32,2,0.0634,6,4,0.31,-5.658,216347,0.892,215,0.844,0.00631,0.641,105.059,3.15E-06,0,Lady Gaga,LoveGame
32,3,0.0311,11,4,0.0778,-4.505,212107,0.663,207,0.696,0.0149,0.693,66.002,0,0,Jay Sean featuring Lil Wayne,Down
32,4,0.376,1,4,0.277,-4.874,257760,0.427,255,0.581,0.219,0.861,161.776,0,1,Drake,Best I Ever Had
